Program_ID,Year,Quarter,State,District,Health_Program,Data_Source,Population_Covered,Households_Served,ASHA_Involved,Patients_Treated,Vaccination_Sessions,Severe_Cases,Recovery_Rate_%
P5_36,2022,Q2,Odisha,Puri,TB Control,Assam NRHM,85904,16433,208,4850,472,116,94
P5_37,2022,Q4,Punjab,Amritsar,Malaria Control,State Health Society Rajasthan,274273,13889,197,2381,315,29,72
P5_38,2022,Q1,Punjab,Ludhiana,Nutrition Program,NHM Odisha,212305,35442,186,1037,381,28,76
P5_39,2021,Q1,Assam,Dibrugarh,TB Control,Punjab Health Mission,289291,35055,101,3601,276,67,89
P5_40,2021,Q4,Kerala,Thrissur,Malaria Control,Assam NRHM,57161,39487,25,4961,655,174,95
P5_41,2021,Q3,Assam,Guwahati,Malaria Control,CARE India,374682,48369,91,3782,703,68,71
P5_42,2022,Q1,Odisha,Cuttack,Child Immunization,Kerala Health Department,266832,24217,130,3570,492,93,68
P5_43,2023,Q3,Rajasthan,Udaipur,Child Immunization,Assam NRHM,195723,19081,121,3878,528,91,66
P5_44,2023,Q3,Rajasthan,Jaipur,Nutrition Program,State Health Society Rajasthan,40736,49356,120,4174,109,132,61
P5_45,2021,Q3,Odisha,Cuttack,Child Immunization,Kerala Health Department,49243,24134,48,4781,777,132,67
P5_46,2021,Q2,Odisha,Cuttack,Malaria Control,NHM Odisha,247291,6848,187,3210,518,163,70
P5_47,2022,Q1,Kerala,Kochi,Malaria Control,Assam NRHM,252251,27493,210,1588,585,113,81
P5_48,2023,Q3,Punjab,Amritsar,Malaria Control,CARE India,109388,14110,219,4166,752,19,93
P5_49,2021,Q2,Rajasthan,Udaipur,Malaria Control,NHM Odisha,351661,9891,129,893,480,58,79
P5_50,2023,Q3,Kerala,Kozhikode,Nutrition Program,Punjab Health Mission,211410,21003,53,558,109,48,67
P5_51,2021,Q1,Assam,Dibrugarh,Malaria Control,State Health Society Rajasthan,263442,8221,140,4402,396,72,82
P5_52,2021,Q2,Assam,Guwahati,Malaria Control,Punjab Health Mission,208074,32867,121,511,151,39,81
P5_53,2022,Q4,Odisha,Cuttack,Maternal Health,State Health Society Rajasthan,152070,27461,212,2903,547,1,75
P5_54,2023,Q4,Assam,Dibrugarh,Nutrition Program,State Health Society Rajasthan,303101,42595,134,2080,406,113,82
P5_55,2022,Q3,Punjab,Patiala,Malaria Control,CARE India,263226,6259,97,426,759,61,82
P5_56,2021,Q1,Odisha,Bhubaneswar,Nutrition Program,Assam NRHM,261878,45039,108,4772,353,14,98
P5_57,2022,Q4,Rajasthan,Jaipur,Malaria Control,NHM Odisha,254289,45265,133,3415,380,197,95
P5_58,2022,Q3,Kerala,Thrissur,Malaria Control,UNICEF India,213845,45667,187,1132,54,42,87
P5_59,2022,Q3,Kerala,Thrissur,Child Immunization,CARE India,307864,37997,62,2387,132,46,89
P5_60,2021,Q1,Odisha,Cuttack,Malaria Control,Assam NRHM,199874,13013,220,2522,657,184,90
P5_61,2022,Q4,Punjab,Amritsar,TB Control,CARE India,243289,15485,74,1711,553,186,65
P5_62,2021,Q2,Rajasthan,Jodhpur,TB Control,Kerala Health Department,309164,24740,30,2575,445,16,81
P5_63,2022,Q3,Kerala,Kochi,TB Control,Kerala Health Department,354420,21199,162,4278,331,36,87
P5_64,2023,Q4,Kerala,Kozhikode,Malaria Control,Kerala Health Department,135146,22194,193,3838,715,122,84
P5_65,2021,Q3,Punjab,Ludhiana,Nutrition Program,Assam NRHM,156541,29313,30,3943,574,14,65
P5_66,2021,Q2,Rajasthan,Jaipur,Child Immunization,NHM Odisha,229829,30966,102,4265,482,33,67
P5_67,2023,Q4,Odisha,Cuttack,Child Immunization,UNICEF India,355740,11087,61,2214,447,13,73
P5_68,2023,Q4,Assam,Silchar,Child Immunization,State Health Society Rajasthan,345004,43734,114,1591,541,14,92
P5_69,2023,Q4,Odisha,Bhubaneswar,Maternal Health,Assam NRHM,90943,38632,83,3854,733,7,98
P5_70,2022,Q4,Rajasthan,Udaipur,Child Immunization,State Health Society Rajasthan,315360,8710,37,2057,476,42,69
P5_71,2022,Q3,Assam,Dibrugarh,Child Immunization,NHM Odisha,138856,24443,234,3388,547,89,74
P5_72,2021,Q4,Kerala,Kozhikode,Child Immunization,State Health Society Rajasthan,140661,13984,115,1619,115,117,97
P5_73,2021,Q3,Rajasthan,Jodhpur,TB Control,Kerala Health Department,345068,9208,151,3164,589,82,62
P5_74,2023,Q2,Odisha,Puri,Maternal Health,UNICEF India,330896,9743,188,2945,789,53,70
P5_75,2023,Q3,Assam,Guwahati,Malaria Control,Assam NRHM,250811,21748,36,850,150,176,90
P5_76,2022,Q2,Kerala,Thrissur,Maternal Health,Assam NRHM,385450,23039,220,1659,515,183,76
P5_77,2021,Q1,Kerala,Thrissur,TB Control,UNICEF India,314865,19920,250,3006,287,32,80
P5_78,2023,Q1,Assam,Guwahati,Maternal Health,NHM Odisha,324200,17160,163,3928,93,110,74
P5_79,2022,Q1,Punjab,Amritsar,Child Immunization,NHM Odisha,184410,5619,190,4911,271,31,86
P5_80,2023,Q1,Kerala,Kozhikode,Nutrition Program,NHM Odisha,164985,37727,143,1069,691,195,75
P5_81,2022,Q4,Assam,Silchar,TB Control,CARE India,178517,36266,119,958,285,158,97
P5_82,2021,Q4,Rajasthan,Jaipur,TB Control,Punjab Health Mission,42043,12170,248,4861,402,192,83
P5_83,2023,Q3,Kerala,Kozhikode,Maternal Health,Punjab Health Mission,98833,47347,167,3007,495,183,96
P5_84,2023,Q4,Punjab,Ludhiana,TB Control,Assam NRHM,266129,47296,163,3303,504,118,82
P5_85,2022,Q1,Assam,Guwahati,Malaria Control,NHM Odisha,343558,19668,217,3179,629,15,81
P5_86,2021,Q1,Rajasthan,Jaipur,Malaria Control,CARE India,282437,35446,229,2536,282,124,64
P5_87,2021,Q1,Punjab,Ludhiana,Malaria Control,CARE India,86849,20765,100,1276,220,0,96
P5_88,2021,Q3,Kerala,Kochi,Maternal Health,State Health Society Rajasthan,45786,25379,112,4924,83,61,66
P5_89,2023,Q2,Assam,Guwahati,Child Immunization,State Health Society Rajasthan,111737,49097,157,895,83,15,77
P5_90,2021,Q1,Kerala,Thrissur,Malaria Control,NHM Odisha,130670,17701,95,1020,720,126,78
P5_91,2021,Q2,Punjab,Amritsar,Nutrition Program,State Health Society Rajasthan,257261,5132,116,1906,573,118,64
P5_92,2022,Q4,Punjab,Patiala,Maternal Health,State Health Society Rajasthan,77375,17418,239,4480,204,154,75
P5_93,2022,Q3,Punjab,Patiala,Maternal Health,Punjab Health Mission,148523,9757,204,4811,370,47,85
P5_94,2021,Q2,Kerala,Kochi,Malaria Control,Kerala Health Department,277380,5644,206,3501,607,175,66
P5_95,2022,Q4,Odisha,Bhubaneswar,Malaria Control,State Health Society Rajasthan,349773,48348,226,1393,57,16,90
P5_96,2022,Q2,Kerala,Kochi,Maternal Health,Kerala Health Department,231718,18631,83,4511,729,165,62
P5_97,2023,Q2,Assam,Guwahati,TB Control,NHM Odisha,292470,45536,175,1796,265,55,96
P5_98,2022,Q4,Rajasthan,Jaipur,Malaria Control,Punjab Health Mission,378125,39878,52,1325,83,40,91
P5_99,2023,Q1,Rajasthan,Udaipur,TB Control,UNICEF India,77371,39658,55,3509,607,131,62
P5_100,2021,Q1,Odisha,Puri,TB Control,Kerala Health Department,82848,14552,181,1723,139,115,62
P5_101,2021,Q1,Kerala,Kochi,Nutrition Program,State Health Society Rajasthan,195108,16940,221,2683,237,83,64
P5_102,2022,Q3,Odisha,Bhubaneswar,Malaria Control,Punjab Health Mission,310405,35377,201,1349,532,156,74
P5_103,2022,Q1,Rajasthan,Udaipur,Maternal Health,UNICEF India,116159,28740,183,872,694,44,73
P5_104,2021,Q3,Odisha,Bhubaneswar,Malaria Control,Assam NRHM,259416,16230,36,4469,177,29,76
P5_105,2021,Q4,Odisha,Cuttack,TB Control,NHM Odisha,289495,36380,196,1659,465,154,78
P5_106,2023,Q3,Assam,Silchar,Child Immunization,Kerala Health Department,299824,5994,184,2148,223,189,73
P5_107,2023,Q3,Assam,Dibrugarh,Nutrition Program,NHM Odisha,221843,45281,73,1597,799,78,65
P5_108,2023,Q3,Kerala,Kochi,TB Control,CARE India,248691,12652,154,4252,139,110,90
P5_109,2021,Q1,Rajasthan,Udaipur,Nutrition Program,Kerala Health Department,145415,45587,126,3388,156,69,83
P5_110,2021,Q3,Assam,Silchar,TB Control,CARE India,73208,27829,138,4243,470,196,76
P5_111,2021,Q3,Odisha,Bhubaneswar,Maternal Health,Kerala Health Department,318183,29990,181,4010,354,146,63
P5_112,2023,Q3,Odisha,Cuttack,Malaria Control,State Health Society Rajasthan,265197,6598,183,3868,203,132,66
P5_113,2022,Q4,Kerala,Kozhikode,Child Immunization,Punjab Health Mission,197517,27352,88,1250,241,38,61
P5_114,2022,Q4,Punjab,Ludhiana,Child Immunization,NHM Odisha,170906,10586,99,4736,465,84,78
P5_115,2023,Q1,Punjab,Amritsar,Child Immunization,State Health Society Rajasthan,48657,25402,241,2841,344,89,72
P5_116,2021,Q1,Odisha,Bhubaneswar,Malaria Control,State Health Society Rajasthan,48251,28961,47,916,266,179,97
P5_117,2021,Q1,Punjab,Patiala,Malaria Control,CARE India,148416,13354,163,3370,483,96,70
P5_118,2021,Q3,Kerala,Kochi,Nutrition Program,State Health Society Rajasthan,142419,38370,143,2859,345,14,78
P5_119,2022,Q3,Punjab,Ludhiana,Malaria Control,Punjab Health Mission,100198,28915,132,640,267,87,87
P5_120,2021,Q2,Punjab,Patiala,TB Control,State Health Society Rajasthan,310877,21455,40,227,674,28,81
P5_121,2021,Q3,Odisha,Bhubaneswar,Nutrition Program,Kerala Health Department,326684,39842,152,2657,653,183,80
P5_122,2023,Q2,Assam,Silchar,Child Immunization,NHM Odisha,395283,13224,198,978,350,139,93
P5_123,2021,Q4,Rajasthan,Udaipur,TB Control,State Health Society Rajasthan,240806,18890,190,2956,752,110,98
P5_124,2022,Q4,Assam,Silchar,Nutrition Program,Assam NRHM,158546,48052,190,3010,457,102,63
P5_125,2021,Q1,Odisha,Puri,Nutrition Program,Assam NRHM,119330,10746,99,4121,67,29,85
P5_126,2021,Q4,Rajasthan,Jaipur,Maternal Health,Kerala Health Department,185018,32050,143,3899,551,128,78
P5_127,2023,Q1,Rajasthan,Udaipur,Child Immunization,NHM Odisha,325682,23824,67,2073,566,10,73
P5_128,2023,Q3,Odisha,Cuttack,Malaria Control,CARE India,48001,18366,69,2149,678,77,89
P5_129,2021,Q1,Kerala,Kozhikode,Maternal Health,Kerala Health Department,56329,36305,108,4157,694,106,82
P5_130,2022,Q4,Assam,Silchar,Malaria Control,UNICEF India,285967,5143,217,1162,489,10,91
P5_131,2023,Q1,Rajasthan,Jaipur,TB Control,State Health Society Rajasthan,297362,37329,110,1196,272,140,84
P5_132,2023,Q2,Assam,Guwahati,Maternal Health,Assam NRHM,115901,49476,235,2991,793,59,96
P5_133,2023,Q1,Odisha,Bhubaneswar,TB Control,State Health Society Rajasthan,200809,16613,28,3356,604,123,83
P5_134,2022,Q1,Odisha,Bhubaneswar,Nutrition Program,NHM Odisha,115534,37564,80,4775,90,99,67
P5_135,2023,Q1,Punjab,Patiala,Malaria Control,UNICEF India,199501,22199,157,1011,571,166,60
P5_136,2021,Q3,Assam,Guwahati,TB Control,CARE India,236004,21860,249,1490,763,83,73
P5_137,2022,Q4,Kerala,Kochi,Child Immunization,CARE India,40394,14497,111,4851,596,194,69
P5_138,2022,Q4,Assam,Dibrugarh,Maternal Health,CARE India,210029,20533,43,3587,727,186,88
P5_139,2023,Q2,Kerala,Thrissur,Maternal Health,NHM Odisha,379377,35182,216,4250,93,21,90
P5_140,2023,Q3,Odisha,Cuttack,Child Immunization,NHM Odisha,272518,11844,63,1278,268,11,61
P5_141,2021,Q2,Kerala,Thrissur,Nutrition Program,NHM Odisha,199875,25923,183,3494,112,33,88
P5_142,2022,Q3,Assam,Silchar,TB Control,CARE India,50123,49030,226,1945,731,150,90
P5_143,2023,Q3,Rajasthan,Jaipur,TB Control,Kerala Health Department,143600,41315,163,1025,781,154,76
P5_144,2023,Q1,Assam,Silchar,Child Immunization,State Health Society Rajasthan,191822,35351,107,2622,202,114,71
P5_145,2021,Q3,Kerala,Thrissur,Maternal Health,State Health Society Rajasthan,266558,19008,167,1905,95,136,78
P5_146,2021,Q4,Odisha,Puri,Child Immunization,Assam NRHM,67986,17707,32,3623,274,59,63
P5_147,2022,Q2,Assam,Guwahati,Maternal Health,CARE India,293272,28179,127,3197,620,159,97
P5_148,2022,Q3,Rajasthan,Jaipur,Malaria Control,CARE India,193176,14411,105,2968,185,96,78
P5_149,2022,Q2,Assam,Silchar,Maternal Health,Assam NRHM,284957,13415,105,3436,551,47,91
P5_150,2021,Q1,Punjab,Amritsar,Nutrition Program,Kerala Health Department,74081,6063,75,1919,420,112,62
P5_151,2021,Q4,Kerala,Thrissur,Maternal Health,Punjab Health Mission,203556,22729,215,4745,461,123,95
P5_152,2022,Q4,Punjab,Amritsar,Maternal Health,Kerala Health Department,138612,24091,119,3258,771,6,86
P5_153,2021,Q2,Punjab,Ludhiana,Nutrition Program,Kerala Health Department,371461,30575,111,1448,416,199,65
P5_154,2021,Q4,Odisha,Puri,Child Immunization,Assam NRHM,337394,18345,25,1230,227,104,84
P5_155,2022,Q4,Rajasthan,Jaipur,TB Control,NHM Odisha,228829,30474,248,3373,553,0,76
P5_156,2023,Q4,Odisha,Bhubaneswar,Maternal Health,UNICEF India,217449,45281,241,1591,120,109,94
P5_157,2023,Q4,Rajasthan,Jodhpur,Maternal Health,CARE India,273184,29269,202,2127,71,154,64
P5_158,2022,Q4,Punjab,Patiala,Malaria Control,Punjab Health Mission,73108,30191,125,2845,598,34,81
P5_159,2023,Q1,Kerala,Kozhikode,Nutrition Program,Assam NRHM,352458,7543,51,1134,751,133,65
P5_160,2021,Q4,Kerala,Kozhikode,Nutrition Program,UNICEF India,394160,24170,128,4124,82,33,95
P5_161,2021,Q4,Assam,Guwahati,Nutrition Program,NHM Odisha,57048,38927,78,162,772,37,93
P5_162,2022,Q2,Odisha,Cuttack,TB Control,UNICEF India,168712,46096,212,1694,266,160,64
P5_163,2022,Q2,Punjab,Ludhiana,Maternal Health,Punjab Health Mission,382172,16086,50,3720,55,115,60
P5_164,2023,Q3,Punjab,Patiala,Malaria Control,NHM Odisha,212497,48308,69,2082,519,32,70
P5_165,2021,Q4,Kerala,Kochi,TB Control,State Health Society Rajasthan,335650,20143,73,3671,579,191,80
P5_166,2021,Q1,Assam,Guwahati,TB Control,Kerala Health Department,399444,16653,219,1050,614,90,90
P5_167,2021,Q1,Punjab,Amritsar,Nutrition Program,UNICEF India,260515,33897,89,1835,517,51,88
P5_168,2021,Q2,Assam,Guwahati,Child Immunization,Punjab Health Mission,196681,26525,96,4850,62,154,68
P5_169,2022,Q2,Odisha,Bhubaneswar,TB Control,NHM Odisha,363430,31492,247,205,578,180,72
P5_170,2022,Q3,Rajasthan,Udaipur,TB Control,Punjab Health Mission,55061,9581,121,4966,162,156,74
P5_171,2021,Q1,Odisha,Cuttack,Child Immunization,State Health Society Rajasthan,105139,49538,20,3899,533,4,83
P5_172,2023,Q1,Assam,Silchar,Malaria Control,UNICEF India,169202,48268,76,4315,604,152,75
P5_173,2023,Q4,Rajasthan,Jodhpur,Child Immunization,Punjab Health Mission,148740,10764,91,1705,378,149,66
P5_174,2021,Q3,Rajasthan,Jodhpur,Nutrition Program,State Health Society Rajasthan,205598,31888,201,3815,213,34,82
P5_175,2022,Q1,Punjab,Amritsar,TB Control,State Health Society Rajasthan,129189,39775,241,102,734,158,97
P5_176,2021,Q2,Assam,Guwahati,Child Immunization,State Health Society Rajasthan,177275,37744,218,1474,624,122,96
P5_177,2021,Q2,Rajasthan,Jodhpur,Nutrition Program,Kerala Health Department,87775,28049,200,2427,536,183,87
P5_178,2021,Q2,Punjab,Ludhiana,TB Control,Punjab Health Mission,378001,37649,99,3505,616,172,98
P5_179,2022,Q1,Assam,Silchar,Nutrition Program,NHM Odisha,217918,9622,41,168,287,171,80
