Program_ID,Year,Quarter,State,District,Health_Program,Data_Source,Population_Covered,Households_Served,ASHA_Involved,Patients_Treated,Vaccination_Sessions,Severe_Cases,Recovery_Rate_%
P15_41,2020,Q4,Punjab,Amritsar,Nutrition Program,CARE India,294418,44524,109,1025,665,122,87
P15_42,2022,Q4,Rajasthan,Udaipur,Maternal Health,Kerala Health Department,253842,35256,96,562,325,36,69
P15_43,2017,Q4,Rajasthan,Jaipur,Maternal Health,Assam NRHM,205447,24979,146,2226,797,99,86
P15_44,2018,Q2,Rajasthan,Jaipur,Maternal Health,UNICEF India,134355,28896,199,1008,201,110,98
P15_45,2018,Q2,Kerala,Kozhikode,TB Control,CARE India,336021,30345,77,1160,269,154,84
P15_46,2017,Q2,Punjab,Patiala,Child Immunization,State Health Society Rajasthan,52861,22291,43,4738,586,34,94
P15_47,2022,Q4,Rajasthan,Udaipur,TB Control,CARE India,115758,33014,249,2653,796,175,97
P15_48,2018,Q4,Punjab,Patiala,TB Control,Kerala Health Department,172678,48143,193,831,135,186,90
P15_49,2020,Q4,Rajasthan,Udaipur,Nutrition Program,UNICEF India,238311,14097,240,2510,176,184,72
P15_50,2017,Q4,Punjab,Patiala,Malaria Control,UNICEF India,304670,32619,168,1826,566,69,64
P15_51,2020,Q4,Assam,Guwahati,Nutrition Program,Punjab Health Mission,101438,10796,67,4488,603,96,63
P15_52,2021,Q1,Punjab,Patiala,TB Control,Punjab Health Mission,332410,49138,64,750,285,72,72
P15_53,2017,Q1,Kerala,Kochi,Nutrition Program,Kerala Health Department,264447,8868,149,1421,756,10,63
P15_54,2020,Q2,Odisha,Puri,Maternal Health,Assam NRHM,385076,16885,69,3727,415,104,73
P15_55,2021,Q3,Rajasthan,Udaipur,Nutrition Program,Kerala Health Department,51097,25962,51,1647,643,64,98
P15_56,2022,Q1,Rajasthan,Udaipur,Child Immunization,CARE India,271516,43749,232,4921,516,165,98
P15_57,2021,Q4,Punjab,Amritsar,TB Control,Assam NRHM,41570,40834,182,2084,225,151,87
P15_58,2020,Q1,Assam,Guwahati,Child Immunization,CARE India,72157,23967,148,1370,269,77,71
P15_59,2022,Q3,Kerala,Kochi,Malaria Control,CARE India,281395,22967,122,143,505,75,77
P15_60,2017,Q2,Assam,Dibrugarh,Child Immunization,Punjab Health Mission,269054,49953,33,3604,174,1,64
P15_61,2017,Q4,Kerala,Kochi,Malaria Control,Punjab Health Mission,293688,25495,50,945,701,77,94
P15_62,2018,Q2,Assam,Silchar,Malaria Control,Punjab Health Mission,272195,49645,149,4668,473,19,78
P15_63,2018,Q2,Odisha,Bhubaneswar,Child Immunization,CARE India,367173,31162,101,1161,360,108,63
P15_64,2019,Q3,Rajasthan,Jaipur,Malaria Control,Punjab Health Mission,121176,19366,50,1695,283,24,94
P15_65,2021,Q1,Punjab,Patiala,Nutrition Program,State Health Society Rajasthan,325313,26054,51,4887,791,107,87
P15_66,2021,Q1,Rajasthan,Udaipur,Child Immunization,NHM Odisha,54315,6129,203,825,524,16,64
P15_67,2020,Q2,Odisha,Puri,Maternal Health,CARE India,274531,46782,194,3592,521,25,91
P15_68,2022,Q1,Assam,Silchar,Nutrition Program,Assam NRHM,206357,23058,100,2070,235,135,88
P15_69,2021,Q4,Punjab,Patiala,TB Control,Punjab Health Mission,41249,30831,216,4192,435,76,71
P15_70,2022,Q1,Kerala,Thrissur,Child Immunization,State Health Society Rajasthan,365591,38669,184,4574,660,171,89
P15_71,2022,Q4,Punjab,Patiala,Malaria Control,State Health Society Rajasthan,280783,10523,142,3294,673,61,64
P15_72,2018,Q4,Assam,Guwahati,TB Control,State Health Society Rajasthan,387652,6059,233,3910,67,111,67
P15_73,2018,Q2,Rajasthan,Jaipur,TB Control,Punjab Health Mission,55321,24304,66,675,372,113,77
P15_74,2021,Q3,Kerala,Thrissur,Malaria Control,UNICEF India,202860,44930,143,3415,73,141,63
P15_75,2020,Q3,Kerala,Kozhikode,TB Control,State Health Society Rajasthan,320850,21559,236,4658,535,15,84
P15_76,2017,Q3,Kerala,Thrissur,Maternal Health,NHM Odisha,265800,29385,36,886,630,17,95
P15_77,2021,Q3,Assam,Silchar,Child Immunization,NHM Odisha,135022,45695,209,3145,743,130,97
P15_78,2018,Q4,Odisha,Cuttack,Maternal Health,Assam NRHM,374720,24883,34,1438,735,142,91
P15_79,2021,Q2,Assam,Silchar,TB Control,Punjab Health Mission,164231,16387,178,3106,693,175,93
P15_80,2018,Q3,Kerala,Kochi,Child Immunization,Punjab Health Mission,165361,15483,59,3656,619,159,67
P15_81,2022,Q1,Kerala,Kozhikode,Malaria Control,State Health Society Rajasthan,245284,34697,111,2854,130,198,78
P15_82,2017,Q2,Kerala,Kochi,Malaria Control,Assam NRHM,251302,39371,37,1445,93,200,69
P15_83,2022,Q1,Kerala,Kozhikode,Child Immunization,Punjab Health Mission,272008,5938,60,4465,547,172,97
P15_84,2019,Q1,Assam,Silchar,Malaria Control,NHM Odisha,359595,10906,50,460,570,66,86
P15_85,2020,Q3,Kerala,Kozhikode,TB Control,Punjab Health Mission,292390,19795,97,3762,660,136,90
P15_86,2018,Q3,Punjab,Amritsar,TB Control,CARE India,41833,17874,193,3256,347,165,93
P15_87,2019,Q2,Odisha,Puri,Maternal Health,CARE India,227018,45959,97,1991,438,139,75
P15_88,2018,Q1,Kerala,Thrissur,Malaria Control,UNICEF India,158411,45595,110,3159,259,22,77
P15_89,2020,Q1,Rajasthan,Jaipur,TB Control,CARE India,103580,13363,129,950,669,192,72
P15_90,2020,Q4,Rajasthan,Jaipur,Malaria Control,Kerala Health Department,222081,35777,180,1507,549,171,91
P15_91,2019,Q2,Punjab,Amritsar,Nutrition Program,UNICEF India,156650,43236,53,1195,566,8,72
P15_92,2018,Q2,Punjab,Patiala,TB Control,Kerala Health Department,145638,36807,235,4043,394,199,73
P15_93,2022,Q4,Odisha,Puri,Child Immunization,Assam NRHM,389135,6605,102,1669,589,0,69
P15_94,2021,Q4,Kerala,Kochi,Maternal Health,Kerala Health Department,231076,37213,222,2013,135,11,72
P15_95,2018,Q1,Rajasthan,Udaipur,Malaria Control,State Health Society Rajasthan,235749,6322,245,1174,153,143,60
P15_96,2017,Q4,Odisha,Cuttack,Maternal Health,UNICEF India,374721,33459,209,2360,125,17,74
P15_97,2022,Q1,Rajasthan,Udaipur,Maternal Health,Kerala Health Department,217627,10087,108,3406,507,95,94
P15_98,2019,Q2,Rajasthan,Jodhpur,Child Immunization,CARE India,218822,8305,223,1729,196,50,80
P15_99,2022,Q4,Odisha,Bhubaneswar,Nutrition Program,CARE India,142702,42112,65,4799,549,122,69
P15_100,2017,Q1,Rajasthan,Jaipur,Child Immunization,CARE India,248575,28441,187,1813,207,174,67
P15_101,2022,Q3,Punjab,Amritsar,Nutrition Program,Kerala Health Department,114347,25847,202,3583,419,152,70
P15_102,2020,Q4,Punjab,Amritsar,TB Control,Punjab Health Mission,157244,31980,184,1347,264,138,87
P15_103,2017,Q2,Punjab,Amritsar,Child Immunization,Punjab Health Mission,114893,33633,203,4496,183,67,97
P15_104,2019,Q4,Assam,Dibrugarh,Child Immunization,State Health Society Rajasthan,109953,20423,153,1854,641,1,86
P15_105,2017,Q3,Rajasthan,Udaipur,Malaria Control,State Health Society Rajasthan,285540,33190,134,1866,647,99,96
P15_106,2019,Q3,Kerala,Thrissur,Malaria Control,NHM Odisha,361843,29765,156,4656,670,98,62
P15_107,2018,Q2,Assam,Guwahati,Child Immunization,Assam NRHM,261182,5323,45,1831,109,58,89
P15_108,2021,Q4,Assam,Silchar,Child Immunization,CARE India,147688,14497,157,1055,566,20,81
P15_109,2020,Q2,Kerala,Thrissur,Malaria Control,CARE India,80706,19146,134,1726,135,150,83
P15_110,2021,Q3,Rajasthan,Jaipur,Child Immunization,UNICEF India,118084,22119,27,1668,449,83,73
P15_111,2021,Q2,Punjab,Amritsar,Maternal Health,Kerala Health Department,152188,8791,165,1802,475,8,78
P15_112,2018,Q3,Kerala,Thrissur,Nutrition Program,Assam NRHM,370534,42140,44,3542,365,95,66
P15_113,2019,Q1,Punjab,Amritsar,Malaria Control,NHM Odisha,85981,14125,225,2507,440,195,66
P15_114,2019,Q3,Rajasthan,Udaipur,Nutrition Program,NHM Odisha,130647,28825,153,2940,733,59,68
P15_115,2020,Q4,Punjab,Amritsar,Malaria Control,CARE India,120979,40438,201,1772,744,94,65
P15_116,2018,Q4,Rajasthan,Udaipur,Nutrition Program,Assam NRHM,92651,24866,208,1524,568,24,84
P15_117,2021,Q4,Punjab,Ludhiana,Child Immunization,State Health Society Rajasthan,353729,36279,106,3830,202,10,71
P15_118,2021,Q4,Kerala,Kochi,Maternal Health,CARE India,312280,36843,205,4905,662,68,89
P15_119,2020,Q4,Assam,Guwahati,Child Immunization,Kerala Health Department,96246,25735,199,1908,253,118,93
P15_120,2019,Q3,Kerala,Kozhikode,Child Immunization,NHM Odisha,274792,6641,49,386,466,25,85
P15_121,2018,Q3,Assam,Dibrugarh,TB Control,Assam NRHM,151755,25761,248,2678,302,172,86
P15_122,2018,Q3,Assam,Guwahati,Malaria Control,Punjab Health Mission,252540,42230,99,2280,526,6,84
P15_123,2019,Q4,Punjab,Ludhiana,Maternal Health,CARE India,259211,11822,222,1284,369,172,62
P15_124,2022,Q2,Kerala,Kochi,Malaria Control,Assam NRHM,250303,40584,48,895,649,133,76
P15_125,2019,Q1,Odisha,Cuttack,Child Immunization,Assam NRHM,123874,12523,147,1685,473,149,81
P15_126,2022,Q4,Punjab,Amritsar,TB Control,Punjab Health Mission,264243,11062,124,4666,662,86,93
P15_127,2017,Q4,Punjab,Patiala,Nutrition Program,Punjab Health Mission,101178,40311,207,3204,754,116,89
P15_128,2017,Q4,Odisha,Puri,Child Immunization,UNICEF India,124263,23324,169,521,385,44,87
P15_129,2017,Q2,Punjab,Amritsar,Malaria Control,Assam NRHM,393100,47556,182,322,518,13,81
P15_130,2018,Q4,Assam,Dibrugarh,Maternal Health,Punjab Health Mission,367591,19642,118,2910,313,38,98
P15_131,2019,Q4,Odisha,Puri,Maternal Health,Assam NRHM,397152,21190,37,1593,587,66,63
P15_132,2021,Q1,Punjab,Amritsar,Nutrition Program,NHM Odisha,208514,41676,139,3360,767,193,75
P15_133,2018,Q4,Assam,Dibrugarh,TB Control,UNICEF India,50272,12971,74,3837,71,122,70
P15_134,2017,Q4,Rajasthan,Udaipur,Child Immunization,Assam NRHM,326972,17511,24,739,77,72,72
P15_135,2017,Q1,Kerala,Kozhikode,Malaria Control,NHM Odisha,212976,43779,235,4016,215,126,87
P15_136,2022,Q1,Rajasthan,Udaipur,Child Immunization,State Health Society Rajasthan,90345,16660,224,2193,58,75,74
P15_137,2021,Q2,Odisha,Bhubaneswar,Maternal Health,Assam NRHM,345797,14857,149,4150,391,164,81
P15_138,2021,Q4,Assam,Guwahati,Malaria Control,Punjab Health Mission,141348,5249,143,2857,260,145,75
P15_139,2020,Q3,Punjab,Ludhiana,Maternal Health,UNICEF India,393723,13201,119,456,386,75,83
P15_140,2019,Q3,Punjab,Patiala,TB Control,CARE India,346195,15313,79,322,119,88,69
P15_141,2021,Q1,Kerala,Kochi,Child Immunization,Assam NRHM,328598,31881,105,1319,696,173,66
P15_142,2022,Q1,Punjab,Patiala,TB Control,UNICEF India,164472,33866,66,2237,784,45,94
P15_143,2017,Q4,Kerala,Kozhikode,Malaria Control,State Health Society Rajasthan,267875,27355,41,3360,717,0,91
P15_144,2021,Q4,Kerala,Kochi,Child Immunization,CARE India,221233,21903,225,786,364,184,60
P15_145,2022,Q4,Assam,Guwahati,Malaria Control,State Health Society Rajasthan,72896,5325,78,4965,600,48,79
P15_146,2017,Q1,Kerala,Kochi,Maternal Health,Punjab Health Mission,214132,17590,167,3111,419,96,83
P15_147,2020,Q4,Rajasthan,Jodhpur,Malaria Control,Punjab Health Mission,258844,39039,96,1982,628,4,85
P15_148,2022,Q4,Odisha,Bhubaneswar,Nutrition Program,NHM Odisha,385104,20753,128,3104,396,56,72
P15_149,2022,Q3,Assam,Guwahati,Maternal Health,Assam NRHM,232504,38127,132,4209,572,169,90
P15_150,2022,Q1,Rajasthan,Udaipur,Child Immunization,Assam NRHM,216519,13117,226,4057,612,138,85
P15_151,2017,Q2,Punjab,Amritsar,TB Control,Assam NRHM,375428,38110,75,4650,230,99,75
P15_152,2017,Q4,Rajasthan,Jaipur,Malaria Control,UNICEF India,142112,37715,158,1091,215,186,85
P15_153,2022,Q3,Assam,Guwahati,Malaria Control,Punjab Health Mission,96830,38540,234,3908,217,32,79
P15_154,2018,Q2,Assam,Silchar,Nutrition Program,UNICEF India,393826,26319,150,2021,552,53,98
P15_155,2018,Q2,Rajasthan,Jodhpur,Maternal Health,State Health Society Rajasthan,151566,7012,54,1404,291,113,65
P15_156,2021,Q2,Assam,Silchar,Nutrition Program,Assam NRHM,89641,46406,214,2789,511,56,76
P15_157,2017,Q1,Rajasthan,Jodhpur,Child Immunization,NHM Odisha,335354,45800,131,1729,308,104,80
P15_158,2018,Q3,Odisha,Puri,Malaria Control,Kerala Health Department,218027,34837,193,1632,618,176,92
P15_159,2021,Q3,Punjab,Ludhiana,Child Immunization,Assam NRHM,71628,8956,99,4405,357,136,84
P15_160,2017,Q3,Punjab,Amritsar,Malaria Control,State Health Society Rajasthan,386855,42766,225,1255,732,22,67
P15_161,2022,Q1,Assam,Guwahati,Malaria Control,Punjab Health Mission,58330,21211,229,4503,215,110,76
P15_162,2021,Q1,Rajasthan,Udaipur,Maternal Health,Kerala Health Department,315452,38718,147,2507,612,102,79
P15_163,2022,Q4,Odisha,Puri,Malaria Control,UNICEF India,306681,13243,235,683,167,34,72
P15_164,2018,Q1,Punjab,Patiala,Maternal Health,NHM Odisha,149770,9957,32,1617,164,34,85
P15_165,2018,Q2,Assam,Guwahati,TB Control,State Health Society Rajasthan,52759,44628,195,4986,341,76,70
P15_166,2019,Q3,Assam,Dibrugarh,Child Immunization,Kerala Health Department,250127,11363,146,4370,730,10,67
P15_167,2019,Q1,Odisha,Puri,Malaria Control,Punjab Health Mission,178940,18882,53,1692,569,108,67
P15_168,2020,Q1,Kerala,Thrissur,TB Control,UNICEF India,208301,23806,218,680,453,7,64
P15_169,2018,Q2,Rajasthan,Jaipur,Child Immunization,NHM Odisha,218243,25556,30,589,405,20,92
P15_170,2020,Q2,Odisha,Bhubaneswar,Child Immunization,NHM Odisha,281012,30591,216,4048,576,43,62
P15_171,2021,Q2,Punjab,Amritsar,Child Immunization,Kerala Health Department,55880,21778,64,1581,590,145,62
P15_172,2018,Q4,Odisha,Puri,Maternal Health,Kerala Health Department,202878,17648,184,4132,471,3,65
P15_173,2018,Q3,Rajasthan,Jodhpur,Malaria Control,Punjab Health Mission,351594,44741,204,3199,645,6,92
P15_174,2022,Q1,Odisha,Cuttack,Maternal Health,UNICEF India,119402,45382,90,364,493,52,73
P15_175,2019,Q4,Punjab,Amritsar,TB Control,CARE India,392772,43670,58,2709,799,147,88
P15_176,2017,Q3,Kerala,Kozhikode,TB Control,UNICEF India,178115,8384,124,4706,773,68,72
P15_177,2022,Q4,Rajasthan,Udaipur,Maternal Health,Punjab Health Mission,71697,38515,51,1536,443,55,66
P15_178,2019,Q4,Punjab,Ludhiana,Nutrition Program,NHM Odisha,390096,26340,185,4144,477,160,78
P15_179,2020,Q2,Rajasthan,Jaipur,Nutrition Program,Assam NRHM,146799,49932,38,3091,281,15,94
